# code	word	layer	freq_score
# generated by wubi-build-weights — DO NOT EDIT BY HAND. Regenerate via:
#   cargo run --features tools --release --bin wubi-build-weights
aers	散打	1	13305
aert	散播	1	25394
aerv	散热	1	21266
aerw	散失	1	18960
aery	𦳍	0	0
aes	菜	3	31390
aesd	藤椅	1	0
aese	𦹮	0	0
aesg	菜梗	1	12493
aesi	𧀬	0	0
aesr	散板	1	7753
aesu	菜	0	31390
aesv	菜根	1	13682
aet	㣉	0	0
aet	散	3	32685
aetb	𨟗	0	0
aetd	散乱	1	19114
aetf	葄	0	0
aetg	蕤	0	14452
aeth	藤牌	1	9174
aetj	菜篮	1	18543
aetl	𥂪	0	0
aetm	散射	1	21836
aetn	𣮠	0	0
aeto	蔿	0	0
aetq	𧁅	0	0
aets	藤条	1	14365
aetx	菜系	1	18655
aety	散	0	32685
aeu	藤	3	26899
aeuc	虅	0	0
aeud	散养	1	16246
aeuf	散装	1	18076
aeui	䕨	0	0
aeui	藤	0	26899
aeuj	菜单	1	23604
aeuk	𦺎	0	0
aeul	蕂	0	0
aeun	散闷	1	0
aeuq	𦸍	0	0
aev	荽	3	12513
aevd	𠥒	0	0
aevd	𠥪	0	0
aevf	荽	0	12513
aevf	蓞	0	0
aevf	𧀷	0	0
aevh	𦱊	0	0
aevn	菜刀	1	20677
aevn	𧅕	0	0
aevp	𦽇	0	0
aewf	散会	1	15113
aewo	散伙	1	15113
aewp	苟且偷安	1	12493
aewr	散件	1	9901
aews	散体	1	12493
aewt	苟且偷生	1	0
aexd	蒵	0	0
aexf	散结	1	9174
aexi	𦷲	0	0
aexx	𦱔	0	0
aexy	藤编	1	0
aexy	𧄰	0	0
aey	芨	3	12513
aeya	散席	1	0
aeyj	散剂	1	9554
aeym	菜市	1	21486
aeyn	散户	1	13682
aeyn	散记	1	7269
aeyt	散放	1	0
aeyu	芨	0	12513
aeyu	菜谱	1	17297
aeyw	散座	1	9554
aeyy	散文	1	26592
af	革	4	37375
afa	鞯	3	0
afaa	落地式	1	0
afaa	𩋋	0	0
afab	䩸	0	0
afab	劳动节	1	17244
afab	鞯	0	0
afac	韄	0	0
afac	𩋐	0	0
afad	甘苦	1	15952
afad	𩌧	0	0
afae	鞴	0	0
afae	𩍁	0	0
afae	𩍬	0	0
afaf	䪇	0	0
afaf	某某	1	26308
afaf	鞾	0	0
afaf	𩍿	0	0
afag	若无其事	1	16644
afag	𦼺	0	0
afag	𩋉	0	0
afah	贰臣	1	12662
afah	𩌴	0	0
afai	韊	0	0
afaj	甘草	1	17955
afaj	𧖡	0	0
afaj	𩊿	0	0
afak	䩽	0	0
afak	鞳	0	0
afak	𦳦	0	0
afak	𩌂	0	0
afal	甘薯	1	15743
afal	𠥠	0	0
afal	𩍰	0	0
afam	蕡	0	6474
afam	𩌌	0	0
afam	𩍨	0	0
afan	靾	0	0
afan	𩉸	0	0
afan	𩍛	0	0
afan	𩎁	0	0
afao	韉	0	0
afap	芙蓉	1	24900
afar	鞋匠	1	18161
afas	鞢	0	0
afas	𦹁	0	0
afas	𩋞	0	0
afas	𩍣	0	0
afat	蔷薇	1	18520
afat	韈	0	0
afaw	䪄	0	0
afax	𩋖	0	0
afax	𩋪	0	0
afay	䕙	0	0
afay	甘蔗	1	22791
afay	𩍘	0	0
afb	邯	3	20806
afbb	靴子	1	23189
afbb	鞋子	1	28068
afbb	鞭子	1	19905
afbc	𩋄	0	0
afbg	䩯	0	0
afbg	𩊐	0	0
afbg	𩊨	0	0
afbh	邯	0	20806
afbi	𩍧	0	0
afbj	䩶	0	0
afbk	革职	1	16632
afbm	勒出	1	21150
afbo	𩌮	0	0
afbo	𩎇	0	0
afbp	敬老院	1	15424
afbt	甘孜	1	17039
afbw	革除	1	20270
afbx	𩍽	0	0
afc	靶	3	22165
afca	花鼓戏	1	14597
afcb	𨞨	0	0
afcc	𦱚	0	0
afcc	𩋁	0	0
afce	𩊾	0	0
afce	𩌰	0	0
afch	𣦀	0	0
afck	靶台	1	0
afcl	蓋	0	29304
afcl	𠥕	0	0
afcm	𩕭	0	0
afcn	靶	0	22165
afcn	鞍马	1	15289
afcn	𣰛	0	0
afcn	𦿋	0	0
afcn	𩍑	0	0
afcs	鞣	0	13055
afcs	𧅟	0	0
afct	𩊻	0	0
afcu	䒧	0	0
afcu	芰	0	7310
afcu	芸	0	20734
afcy	䩻	0	0
afcy	靫	0	0
afd	弍	3	0
afd	甘	3	29183
afdb	𩉴	0	0
afdc	𩉦	0	0
afdc	𩊊	0	0
afdd	𩋂	0	0
afdd	𩋠	0	0
afde	䩨	0	0
afde	䩴	0	0
afde	著有	1	26152
afdf	落地有声	1	9554
afdf	𩌛	0	0
afdg	𩊉	0	0
afdh	䩬	0	0
afdh	𩉧	0	0
afdh	𩍟	0	0
afdi	𩌉	0	0
afdj	薷	0	0
afdj	𩊘	0	0
afdj	𩊵	0	0
afdj	𩍄	0	0
afdk	䩭	0	0
afdk	𩌚	0	0
afdm	鞋面	1	12493
afdm	𩔈	0	0
afdn	𩊓	0	0
afdn	𩋊	0	0
afdn	𩋕	0	0
afdo	𩺁	0	0
afdp	鞑	0	17343
afdp	𩍠	0	0
afdr	甘愿	1	18877
afds	暮云春树	1	0
afdt	鞋帮	1	13758
afdt	𩌘	0	0
afdw	䩡	0	0
afdy	𤯂	0	0
afdy	𦸻	0	0
afec	蘎	0	0
afec	𩋫	0	0
afec	𩍫	0	0
afec	𩍱	0	0
afec	𩎋	0	0
afed	鞵	0	0
afee	某月	1	13931
afee	𨲍	0	0
afee	𩋒	0	0
afeg	䩗	0	0
afeg	靻	0	0
afeg	𨲷	0	0
afeg	𩉶	0	0
afeh	𩌳	0	0
afen	𨲅	0	0
afeo	𩍇	0	0
afep	甘受	1	14050
afeq	花朝月夕	1	0
afev	鞖	0	0
afev	鞱	0	0
afew	𨱾	0	0
afey	靸	0	0
aff	芏	3	0
aff	𡉐	0	0
aff	𦫽	0	0
affa	巨无霸	1	16192
affb	某地	1	20462
affb	𦵟	0	0
affc	蕓	0	0
affc	𩉨	0	0
affc	𩎐	0	0
afff	茥	0	0
afff	葑	0	10965
afff	鞋	0	27831
afff	鞲	0	0
afff	𩊲	0	0
afff	𩋮	0	0
affg	靯	0	0
affh	靬	0	7978
affh	𤮽	0	0
affi	𩌈	0	0
affj	𤯀	0	0
affj	𤯈	0	0
affj	𦱰	0	0
affj	𩋵	0	0
affj	𩍥	0	0
affk	甘露	1	19626
affk	鞊	0	0
affk	𩍙	0	0
affl	匹夫无罪	1	0
affl	𩌍	0	0
affl	𩍢	0	0
affm	䩿	0	0
affm	甘南	1	16870
affm	韇	0	0
affm	𩍴	0	0
affn	靶场	1	13471
affn	𧄍	0	0
affn	𩉞	0	0
affn	𩊴	0	0
affp	勒索	1	25605
affp	韃	0	14495
affq	蕘	0	0
affq	𩉯	0	0
affs	甘霖	1	11689
afft	劳动者	1	24492
affu	䓁	0	10129
affu	蔡元培	1	18870
affw	䕀	0	0
affw	𩌙	0	0
affy	苇塘	1	0
afga	菱形	1	19101
afgb	萧规曹随	1	0
afgc	𩋸	0	0
afgd	某天	1	17307
afgd	落井下石	1	15522
afgd	𩍭	0	0
afgf	䩒	0	0
afgf	甘于	1	23105
afgf	𩊞	0	0
afgf	𩌏	0	0
afgg	韁	0	6474
afgg	𩉱	0	0
afgh	䩹	0	0
afgh	𤯅	0	0
afgh	𦱾	0	0
afgh	𩉰	0	0
afgi	䪂	0	0
afgi	𩊯	0	0
afgi	𩎎	0	0
afgj	𩊡	0	0
afgj	𩋷	0	0
afgk	某事	1	18102
afgk	鞋带	1	18474
afgl	𩋨	0	0
afgm	𩌪	0	0
afgn	㽍	0	0
afgn	𤭫	0	0
afgn	𩉣	0	0
afgn	𩋅	0	0
afgo	东南亚	1	24287
afgo	𩋹	0	0
afgq	勒死	1	17307
afgq	靰	0	13271
afgq	鞕	0	0
afgq	𤮿	0	0
afgq	𩍦	0	0
afgs	靺	0	15983
afgs	𤯏	0	0
afgt	功亏一篑	1	17223
afgt	𩋩	0	0
afgt	𩍒	0	0
afgu	𩊪	0	0
afgw	䩟	0	0
afgw	鞆	0	0
afgw	𩌱	0	0
afgx	䩘	0	0
afgx	𩊢	0	0
afgx	𩎉	0	0
afgy	䩫	0	0
afgy	𢎏	0	0
afgy	𩊇	0	0
afgy	𩊬	0	0
afhc	鞁	0	0
afhc	𢽁	0	0
afhc	𩉲	0	0
afhd	𩌤	0	0
afhe	𦼛	0	0
afhg	𩉮	0	0
afhh	鞐	0	0
afhh	𥌕	0	0
afhh	𩋀	0	0
afhi	𦼜	0	0
afhi	𩊶	0	0
afhj	𦬒	0	0
afhj	𩌀	0	0
afhk	䩞	0	0
afhk	𩌓	0	0
afhl	𩍼	0	0
afhm	𧄺	0	0
afhm	𩌲	0	0
afhn	𦬝	0	0
afhn	𩉟	0	0
afhq	䩤	0	0
afhq	𩌿	0	0
afhv	𡣐	0	0
afhw	蒖	0	0
afhx	某些	1	34454
afhx	𩊷	0	0
afhy	𥄽	0	0
afi	蒜	3	22519
afid	芜湖	1	19573
afie	鞘	0	19255
afie	𦽲	0	0
afif	鞺	0	0
afif	𧄚	0	0
afii	蒜	0	22519
afij	鞜	0	0
afij	鞩	0	0
afik	鞝	0	0
afim	甘油	1	20216
afim	𩌆	0	0
afin	蒜泥	1	15202
afiq	鞉	0	0
afiq	𩊠	0	0
afit	䩖	0	0
afit	𩊮	0	0
afiu	䒬	0	0
afiu	苿	0	0
afiv	甘当	1	17276
afiy	莍	0	0
afj	芉	3	0
afj	革	3	34260
afjc	勒紧	1	14233
afje	𦺓	0	0
afjf	某时	1	13276
afjf	鞸	0	0
afjf	𦵷	0	0
afjf	𦷯	0	0
afjf	𦼮	0	0
afjg	靼	0	17350
afjh	鞮	0	12590
afjh	𧃙	0	0
afjh	𩉼	0	0
afjj	䗣	0	0
afjj	某日	1	19041
afjl	鞰	0	0
afjl	𥂯	0	0
afjm	𩎌	0	0
afjn	鞨	0	15815
afjn	𧆒	0	0
afjn	𩋲	0	0
afjn	𩌇	0	0
afjo	韅	0	0
afjo	𩎂	0	0
afjp	𦾼	0	0
afjq	暮鼓晨钟	1	0
afjq	𦱍	0	0
afjr	𩋌	0	0
afjr	𩋬	0	0
afjs	𦾮	0	0
afjs	𩋗	0	0
afjt	𧁀	0	0
afjx	𩊒	0	0
afjy	𩍗	0	0
afkb	䩰	0	0
afkc	薣	0	0
afkc	𨚠	0	0
afke	鞙	0	0
afke	𧆔	0	0
afkf	䓀	0	0
afkf	薹	0	9010
afkf	𩍍	0	0
afkg	鞓	0	0
afkh	鞋跟	1	16644
afkk	䕒	0	0
afkk	蘦	0	0
afkk	虂	0	0
afkm	鞼	0	0
afkm	𧀺	0	0
afko	䕵	0	0
afko	𦷓	0	0
afkp	䪈	0	0
afkp	䪋	0	0
afkp	薳	0	0
afkv	鞻	0	0
afkw	䖅	0	0
afky	𦸉	0	0
afl	勒	3	32034
afld	鞇	0	0
afle	𩋤	0	0
afle	𩍡	0	0
aflf	蕾	0	24610
aflf	𩍜	0	0
aflh	某甲	1	10790
aflh	𩉾	0	0
afli	𩌐	0	0
afli	𩌹	0	0
aflj	䪅	0	0
aflk	𩊏	0	0
afll	某男	1	10219
aflm	匵	0	0
aflm	藚	0	0
aflm	𩊸	0	0
aflm	𩍃	0	0
afln	勒	0	32034
afln	𢡘	0	0
aflt	劳动力	1	26622
aflw	𩌔	0	0
afly	𤨙	0	0
afly	𩎊	0	0
afm	贰	3	16310
afmc	䩔	0	0
afmd	鞅	0	19573
afmd	𤡜	0	0
afmf	萳	0	0
afmf	𩍌	0	0
afmg	䩜	0	0
afmh	鞋帽	1	13190
afmh	𩊟	0	0
afmi	貳	0	16393
afmi	贰	0	16310
afmk	䪎	0	0
afmk	𩊗	0	0
afmk	𩋙	0	0
afmm	鞍山	1	24463
afmm	𩍺	0	0
afmn	𢤍	0	0
afmn	𩉜	0	0
afms	𩊜	0	0
afmu	䪆	0	0
afmu	𧵸	0	0
afmw	靹	0	0
afmy	𩌩	0	0
afn	苇	3	18728
afnb	芌	0	0
afnb	𨚤	0	0
afnc	𩋥	0	0
afnd	甘居	1	13931
afnd	𩋜	0	0
afne	𩌭	0	0
afnf	薵	0	0
afnf	靵	0	0
afnf	𦍟	0	0
afnf	𦍮	0	0
afnf	𩋓	0	0
afng	𦑜	0	0
afnh	苇	0	18728
afnh	𩊧	0	0
afnh	𩋾	0	0
afnh	𩋿	0	0
afnj	𧅥	0	0
afnk	𦯗	0	0
afnm	恭喜发财	1	7269
afnm	𩋎	0	0
afnn	著书	1	18161
afnt	䩛	0	0
afnt	革履	1	15340
afnt	𩍉	0	0
afnu	䓌	0	0
afnx	𩉹	0	0
afny	甘心	1	21590
afny	𩍪	0	0
afoc	𩎃	0	0
afod	鞋类	1	7753
afog	鞋业	1	15374
afoo	𤯇	0	0
afoq	鞭炮	1	22601
afos	落地灯	1	0
afou	䓇	0	0
afou	鞣料	1	0
afou	𦍚	0	0
afow	鞋粉	1	0
afoy	䪁	0	0
afp	鞍	3	22783
afpa	鞚	0	0
afpb	䩩	0	0
afpb	荸	0	7310
afpc	䩳	0	0
afpc	匹夫之勇	1	14493
afpc	𠥚	0	0
afpc	𦾫	0	0
afpc	𧂔	0	0
afpc	𧂣	0	0
afpd	𨒎	0	0
afpe	某家	1	17094
afpf	䑓	0	0
afpf	𩊦	0	0
afpf	𩋡	0	0
afpg	𦺟	0	0
afpg	𩋢	0	0
afph	𦽢	0	0
afph	𧀶	0	0
afph	𩎀	0	0
afph	𩎅	0	0
afpi	𦵫	0	0
afpj	𧒤	0	0
afpk	𨔷	0	0
afpk	𩋽	0	0
afpl	䩵	0	0
afpl	葧	0	0
afpl	𩍏	0	0
afpn	䩪	0	0
afpn	䪀	0	0
afpn	𩍹	0	0
afps	黄埔军校	1	20462
afpt	𦸦	0	0
afpu	鞋袜	1	7865
afpu	𩍎	0	0
afpv	鞍	0	22783
afpw	落地窗	1	16205
afpx	𩉺	0	0
afpy	斯坦福	1	20943
afpy	𩌑	0	0
afq	鞠	3	21605
afqa	𤯄	0	0
afqa	𩉬	0	0
afqb	䩕	0	0
afqb	芜	0	21247
afqb	芫	0	13015
afqb	𠒌	0	0
afqb	𩊁	0	0
afqb	𩊅	0	0
afqb	𩊕	0	0
afqb	𩊛	0	0
afqc	䩓	0	0
afqc	𠮑	0	0
afqc	𢿩	0	0
afqc	𦲃	0	0
afqe	菱角	1	15743
afqe	𩊺	0	0
afqe	𩌠	0	0
afqf	𦯿	0	0
afqg	鞋印	1	0
afqh	𩊃	0	0
afqh	𩊽	0	0
afqh	𩍝	0	0
afqk	著名	1	35700
afqk	𦰶	0	0
afqk	𩉿	0	0
afqk	𩋺	0	0
afql	𩋭	0	0
afqm	鞍钢	1	12981
afqm	𩋃	0	0
afqn	鞄	0	0
afqn	𩊋	0	0
afqn	𩋚	0	0
afqo	鞠	0	21605
afqp	䓕	0	0
afqq	墓志铭	1	18849
afqq	鞔	0	0
afqq	𨰌	0	0
afqq	𩉤	0	0
afqq	𩊥	0	0
afqt	𡖁	0	0
afqt	𩋯	0	0
afqt	𩌄	0	0
afqt	𩌽	0	0
afqt	𩍔	0	0
afqu	荺	0	0
afqw	莰	0	0
afqw	𠥈	0	0
afqw	𣢟	0	0
afqw	𩉢	0	0
afqx	𩌟	0	0
afqy	䩚	0	0
afqy	䪌	0	0
afqy	靮	0	0
afqy	鞫	0	10965
afqy	韂	0	6474
afqy	𦮖	0	0
afqy	𦮢	0	0
afqy	𦱘	0	0
afr	靳	3	16826
afrb	𦳻	0	0
afrc	𩌃	0	0
afrd	鞭挞	1	13833
afrf	鞞	0	8780
afrg	斯堪的纳维亚	1	18085
afrg	𩊀	0	0
afrh	某年	1	14097
afrh	靳	0	16826
afri	甘泉	1	19307
afri	𩊣	0	0
afrm	𩍵	0	0
afrn	劳教所	1	10682
afrr	䩢	0	0
afrs	鞭打	1	18388
afrt	莱索托	1	10219
afru	鞡	0	13271
afrv	鞋垫	1	10031
afry	䩝	0	0
afs	某	3	32810
afsa	鞋柜	1	0
afsb	𩋶	0	0
afsb	𩌕	0	0
afsb	𩌷	0	0
afsd	东走西顾	1	0
afse	𩌸	0	0
afsf	㽑	0	0
afsf	靶标	1	13276
afsg	甘醇	1	16812
afsg	𪉏	0	0
afsh	靪	0	0
afsh	𦨂	0	0
afsh	𩌶	0	0
afsj	𠝺	0	0
afsk	𩊆	0	0
afsm	靶机	1	0
afsm	𩍊	0	0
afsm	𩍋	0	0
afsn	𢜯	0	0
afsn	𩌯	0	0
afso	𪃏	0	0
afsp	韆	0	13271
afsq	𣚻	0	0
afst	𡮘	0	0
afst	𩍳	0	0
afsu	某	0	32810
afsv	𠝼	0	0
afsy	著述	1	21482
aft	著	3	35739
aftb	䓔	0	0
aftb	𦺥	0	0
aftb	𩉻	0	0
aftb	𪙐	0	0
aftc	鞭笞	1	14211
aftc	𩊤	0	0
aftd	甘甜	1	19186
aftd	甛	0	0
aftf	鞭毛	1	17419
aftg	鞭策	1	20016
afth	某处	1	15587
afth	𩊩	0	0
afth	𩌦	0	0
afti	苇箔	1	0
afti	𩎆	0	0
aftj	著	0	35739
aftj	蓍	0	10601
aftj	鞒	0	0
aftk	某种	1	31058
aftk	鞽	0	0
aftk	𦴆	0	0
aftk	𩊚	0	0
aftk	𩍈	0	0
aftm	鞠躬	1	24494
aftm	𩉳	0	0
aftm	𩎈	0	0
aftn	䩐	0	0
aftn	𦏡	0	0
aftn	𩉪	0	0
afto	鞦	0	13392
aftp	䩠	0	0
aftp	䩥	0	0
aftp	䩼	0	0
aftq	著称	1	23750
aftr	某物	1	15819
aftr	𣃈	0	0
aftr	𦬁	0	0
afts	落地生根	1	21999
aftt	𩋟	0	0
aftu	𩊱	0	0
aftw	𣤀	0	0
aftw	𩍮	0	0
aftx	荖	0	12879
aftx	𢐱	0	0
afty	鞂	0	0
afty	𩉩	0	0
afu	蔷	3	15809
afua	𩊖	0	0
afua	𩌢	0	0
afuc	蕔	0	0
afuc	𩋛	0	0
afud	䪊	0	0
afud	蒜头	1	11689
afud	𩊑	0	0
afud	𩋼	0	0
afuf	靽	0	0
afuf	𩍅	0	0
afug	甘美	1	14322
afug	鞧	0	0
afug	𩊌	0	0
afuh	𩋣	0	0
afui	䪍	0	0
afui	𩋇	0	0
afuj	邯郸	1	21718
afuj	𩋳	0	0
afuj	𩌬	0	0
afuk	某部	1	19154
afuk	蔷	0	15809
afuk	鞛	0	0
afuk	𦹷	0	0
afun	𩍖	0	0
afuo	㽐	0	0
afuo	䕮	0	0
afuo	𧂞	0	0
afuo	𧅹	0	0
afuo	𩌣	0	0
afup	薘	0	0
afup	𩍚	0	0
afuq	某次	1	16753
afuq	𩊔	0	0
afuq	𩊭	0	0
afur	蒜瓣	1	14344
afus	革新	1	25769
afuv	鞭痕	1	0
afuv	𤯐	0	0
afuv	𩌵	0	0
afuw	𦶗	0	0
afux	茫无头绪	1	0
afuy	䩷	0	0
afuy	蓻	0	0
afvb	𡿴	0	0
afvc	𩌋	0	0
afve	鞎	0	0
afvi	䩮	0	0
afvi	甘肃	1	25030
afvk	鞀	0	0
afvl	𩋝	0	0
afvm	𩊼	0	0
afvn	䪉	0	0
afvn	𩉛	0	0
afvn	𩊫	0	0
afvo	𩍆	0	0
afvp	鞬	0	6474
afvq	𩋈	0	0
afvs	芜杂	1	8754
afvs	𩍀	0	0
afvt	𩉥	0	0
afvv	某女	1	12493
afvy	靭	0	0
afvy	靱	0	0
afvy	𩉝	0	0
afw	鞭	3	24107
afwa	七零八落	1	14387
afwa	鞥	0	0
afwa	𢎌	0	0
afwc	蕶	0	0
afwc	藝	0	31025
afwc	𩉭	0	0
afwc	𩊂	0	0
afwc	𩋦	0	0
afwc	𩌅	0	0
afwc	𩌻	0	0
afwc	𩛬	0	0
afwd	七零八碎	1	0
afwd	𩊙	0	0
afwd	𩋴	0	0
afwd	𩌖	0	0
afwe	𧃳	0	0
afwe	𩌒	0	0
afwf	七老八十	1	12561
afwf	𩋔	0	0
afwg	革命	1	37879
afwg	𩊹	0	0
afwh	某个	1	31229
afwh	𩱀	0	0
afwi	𠤱	0	0
afwj	䩱	0	0
afwj	𩉡	0	0
afwj	𩌞	0	0
afwk	薔	0	12665
afwk	鞈	0	0
afwl	𩋱	0	0
afwl	𩌎	0	0
afwl	𩌼	0	0
afwm	𩍾	0	0
afwn	䩺	0	0
afwn	靲	0	0
afwn	𩋏	0	0
afwo	䕭	0	0
afwo	䲺	0	0
afwo	䳬	0	0
afwo	爇	0	7310
afwo	荒无人烟	1	11647
afwo	𤑔	0	0
afwo	𩌗	0	0
afwo	𩎑	0	0
afwp	𩌝	0	0
afwq	鞭	0	24107
afwq	𦰀	0	0
afwq	𩋍	0	0
afwq	𩍲	0	0
afwr	某件	1	17928
afwr	𧅩	0	0
afws	甘休	1	16495
afws	𧁈	0	0
afws	𩌜	0	0
afwt	䩣	0	0
afwt	菱	0	22034
afwt	著作	1	32011
afwt	𧀾	0	0
afwu	某位	1	19484
afwu	芙	0	23749
afwu	𩍐	0	0
afwv	𩉵	0	0
afww	某人	1	27587
afwx	靴	0	20861
afwy	勒令	1	22084
afwy	蓺	0	6474
afwy	藿	0	12988
afwy	𧆑	0	0
afwy	𩋘	0	0
afwy	𩍩	0	0
afxb	𩊎	0	0
afxc	鞃	0	0
afxe	𩌁	0	0
afxf	𩊰	0	0
afxf	𩋰	0	0
afxg	莎士比亚	1	24018
afxh	靷	0	0
afxj	𩉽	0	0
afxj	𩊝	0	0
afxj	𩌾	0	0
afxl	靿	0	0
afxn	䩑	0	0
afxn	𩉷	0	0
afxr	𩋧	0	0
afxt	鞿	0	0
afxx	蕾丝	1	12130
afxx	𩉫	0	0
afya	苇席	1	0
afyb	鞟	0	0
afyb	鞹	0	0
afyc	䩲	0	0
afyc	𩎏	0	0
afye	蘾	0	0
afyf	𧨅	0	0
afyg	䩧	0	0
afyg	𤯆	0	0
afyg	𩍕	0	0
afyh	鞋店	1	17793
afyh	𩌨	0	0
afyi	𩊍	0	0
afyj	𩋻	0	0
afyk	䕋	0	0
afyk	𩌡	0	0
afyl	甘为	1	17409
afyn	𩎄	0	0
afyo	䩾	0	0
afyo	韀	0	0
afyo	𤯋	0	0
afyo	𩍶	0	0
afyq	鞋底	1	18466
afyq	𩉠	0	0
afys	𩋑	0	0
afyt	䪃	0	0
afyx	䩙	0	0
afyx	𦿖	0	0
afyx	𩌫	0	0
afyy	著文	1	15167
afyy	𩍓	0	0
ag	七	4	37283
aga	荆	3	25035
agaa	花开花落	1	17509
agae	芋艿	1	12493
agaf	莱芜	1	20221
agaf	華	0	35471
agah	𩏧	0	0
agaj	茾	0	0
agaj	荆	0	25035
agaj	荊	0	23096
agal	𦾏	0	0
agao	鷨	0	0
agar	巧匠	1	16150
agas	𣟦	0	0
agat	茉莉	1	22358
agav	莱切	1	12662
agaw	荆花	1	10219
agaw	𪏥	0	0
agay	𩀵	0	0
agbh	邼	0	0
agbj	萅	0	0
agbj	𦮒	0	0
agbj	𧅪	0	0
agbk	甚于防川	1	0
agbl	𤲱	0	0
agbm	𦼿	0	0
agbn	芚	0	0
agbn	𠤲	0	0
agbn	𢡳	0	0
agbp	𦰭	0	0
agbt	𢼪	0	0
agbw	𦸬	0	0
agca	巧劲	1	0
agcf	㦶	0	0
agcf	荎	0	0
agcf	𢎆	0	0
agcj	菿	0	0
agcs	𦰧	0	0
agct	𦳙	0	0
agd	匡	3	22500
agd	弌	3	0
agd	𠥻	0	0
agdd	𦻅	0	0
agdg	邪不压正	1	0
agdg	𦼩	0	0
agdm	𩒑	0	0
agdn	菾	0	0
agdt	艺不压身	1	0
agdu	芒刺在背	1	9406
agdu	𦬞	0	0
age	莆	3	18164
agec	𧁉	0	0
agec	𧁳	0	0
agee	七月	1	28811
agef	菁	0	20508
agef	蒪	0	0
ageg	匡助	1	0
ageh	𧂮	0	0
agel	𦻌	0	0
ager	𣃄	0	0
ages	七彩	1	15618
aget	巧用	1	14697
aget	𧀮	0	0
agey	莆	0	18164
agf	芋	3	20622
agf	𦬬	0	0
agfd	颟顸	1	14796
agfd	𦴐	0	0
agfg	七十	1	32039
agfh	惹不起	1	12857
agfi	匡救	1	8754
agfi	𥘐	0	0
agfj	芋	0	20622
agfk	七喜	1	10682
agfl	𦱃	0	0
agft	东正教	1	19544
agfy	苦不堪言	1	18558
aggd	七天	1	22995
aggg	七一	1	21986
aggh	匡正	1	15665
aggk	巧事	1	0
aggk	𦸭	0	0
aggm	荆棘	1	21150
aggn	䔷	0	0
aggo	划不来	1	12458
aggq	𧂖	0	0
agh	廿	3	23193
aghc	𠭙	0	0
aghc	𠭜	0	0
aghd	𢎈	0	0
aghf	𦭒	0	0
aghf	𦴀	0	0
aghg	廿	0	23193
aghg	龷	0	0
aghg	𦭢	0	0
aghh	卄	0	0
aghh	艹	0	8780
aghn	𦬛	0	0
aghn	𦼇	0	0
agho	蔫	0	11467
aght	𢼘	0	0
aghu	芐	0	0
aghv	𢑚	0	0
agi	苤	3	10129
agif	花天酒地	1	14322
agig	苤	0	10129
agii	𠤯	0	0
agik	䓏	0	0
agik	𠥀	0	0
agik	𠥧	0	0
agio	𦱷	0	0
agip	巧学	1	12130
agiu	芣	0	0
agj	蕙	3	18092
agjc	𦰨	0	0
agjf	蓴	0	6918
agjg	荁	0	0
agjg	莫不是	1	14003
agji	菄	0	0
agjj	𧅝	0	0
agjm	巧遇	1	18119
agjn	蕙	0	18092
agjn	𦯄	0	0
agjq	莄	0	0
agjs	苹果	1	30372
agjt	七星	1	22240
agk	蔌	3	0
agkb	𦷽	0	0
agke	𧅺	0	0
agkf	䓊	0	0
agkg	菫	0	11509
agkg	𬟁	0	0
agkh	蒚	0	0
agkh	𦻋	0	0
agkj	䓶	0	0
agkj	𦬢	0	0
agkj	𦮉	0	0
agkj	𦸕	0	0
agkk	蘁	0	0
agkl	葍	0	0
agkl	𠥏	0	0
agkm	䕱	0	0
agkm	藾	0	0
agko	虉	0	0
agkp	䔎	0	0
agkp	藗	0	0
agkt	䔩	0	0
agku	荳	0	14956
agkw	蔌	0	0
aglb	𦬋	0	0
aglc	𪎳	0	0
aglf	共青团	1	21361
aglg	薑	0	18817
agli	萰	0	0
agll	莆田	1	20555
agln	劻	0	12188
agln	巧思	1	15131
aglo	𪏃	0	0
agls	荆轲	1	18692
aglu	𪏄	0	0
aglw	𦭮	0	0
agm	芾	3	14408
agmc	𦮆	0	0
agmc	𦵪	0	0
agmd	𤟓	0	0
agmd	𤠨	0	0
agmh	䒥	0	0
agmh	芾	0	14408
agmi	茦	0	0
agmi	蕀	0	0
agmi	𦲸	0	0
agmj	莿	0	12738
agmj	蓸	0	0
agmj	𠞁	0	0
agmm	颟	0	12513
agmn	𦭯	0	0
agmp	𦳭	0	0
agmt	蓛	0	0
agmt	𦭄	0	0
agmu	蔶	0	0
agmw	㔷	0	0
agmw	苪	0	0
agmw	黃	0	32530
agmw	𢀪	0	0
agmw	𣣐	0	0
agmw	𬜯	0	0
agmx	䕻	0	0
agmx	𧅳	0	0
agmy	䓣	0	0
agn	七	3	34176
agn	匚	3	11425
agn	匸	3	0
agn	𠥓	0	0
agnb	䒓	0	0
agng	七情	1	13808
agnk	戈壁	1	18946
agnn	㤍	0	0
agnn	巧	0	28646
agnn	瓨	0	0
agnn	𤬩	0	0
agnn	𦭈	0	0
agno	䲾	0	0
agno	𩿸	0	0
agnt	戈	0	27507
agnt	𢦭	0	0
agnu	𢗥	0	0
agnv	㚽	0	0
agny	䛒	0	10129
agny	弋	0	18528
agny	𨾢	0	0
ago	莱	3	29321
agoc	𦯘	0	0
agoj	𦵻	0	0
